"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"215606_s_at","ELKS/RAB6-interacting/CAST family member 1","ERC1","23085","","","","Homo sapiens mRNA for KIAA1081 protein, partial cds","20521757","AB029004","","","","12p13.3","Chromosome 12, NC_000012.11 (1100404..1605099)","Rab GTPase binding///leucine zipper domain binding///protein binding","I-kappaB phosphorylation///multicellular organismal development///positive regulation of NF-kappaB transcription factor activity///protein transport///regulation of transcription, DNA-dependent///retrograde transport, endosome to Golgi","Golgi membrane///IkappaB kinase complex///cytoplasm///presynaptic membrane","GO:0017137///GO:0043522///GO:0005515","GO:0007252///GO:0007275///GO:0051092///GO:0015031///GO:0006355///GO:0042147","GO:0000139///GO:0008385///GO:0005737///GO:0042734",0.643810000000002,5.49128307692308,5.58663263228097,7.05073601296092e-05,0.0116356339923389,1.91640954033461
"217439_at","","","","MRNA; cDNA DKFZp434L098 (from clone DKFZp434L098)","","Hs.541517","Homo sapiens mRNA; cDNA DKFZp434L098 (from clone DKFZp434L098)","6102949","AL122122","","","","","","","","","","","",0.648495476190478,4.61185846153846,5.57988712825054,7.13494874420147e-05,0.0116356339923389,1.90529867685483
"219133_at","3-oxoacyl-ACP synthase, mitochondrial","OXSM","54995","","","","Homo sapiens 3-oxoacyl-ACP synthase, mitochondrial (OXSM), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA","223972625","NM_017897","","","","3p24.2","Chromosome 3, NC_000003.11 (25831563..25836025)","3-oxoacyl-[acyl-carrier-protein] synthase activity","acyl-CoA metabolic process///medium-chain fatty acid biosynthetic process///short-chain fatty acid biosynthetic process","cytoplasm///mitochondrion///mitochondrion","GO:0004315","GO:0006637///GO:0051792///GO:0051790","GO:0005737///GO:0005739///GO:0005739",-1.02103309523809,6.24190538461538,-5.57896809316002,7.1465032796736e-05,0.0116356339923389,1.90378433664523
"222268_x_at","mucin 5B, oligomeric mucus/gel-forming","MUC5B","727897","","","","","","","","","","11p15.5","Chromosome 11, NC_000011.9 (1244295..1283406)","extracellular matrix structural constituent///protein binding","O-glycan processing///cell adhesion///cellular protein metabolic process///post-translational protein modification","Golgi lumen///extracellular region","GO:0005201///GO:0005515","GO:0016266///GO:0007155///GO:0044267///GO:0043687","GO:0005796///GO:0005576",0.849750000000002,4.35731230769231,5.5717255419602,7.23824660042231e-05,0.0116356339923389,1.89184580315479
"207812_s_at","golgi reassembly stacking protein 2, 55kDa","GORASP2","26003","","","","Homo sapiens golgi reassembly stacking protein 2, 55kDa (GORASP2), transcript variant 1, mRNA","319803018","NM_015530","","","","2q31.1","Chromosome 2, NC_000002.11 (171784948..171823645)","protein binding","mitotic cell cycle///organelle organization","Golgi apparatus///Golgi membrane///membrane","GO:0005515","GO:0000278///GO:0006996","GO:0005794///GO:0000139///GO:0016020",-1.57588452380952,7.88248153846154,-5.56929831388624,7.26926741382517e-05,0.0116356339923389,1.88784295663876
"213412_at","tight junction protein 3","TJP3","27134","","","","","","","","","","19p13.3","Chromosome 19, NC_000019.9 (3708335..3750811)","protein binding","","nucleus///plasma membrane///tight junction","GO:0005515","","GO:0005634///GO:0005886///GO:0005923",0.69798023809524,5.92704615384615,5.56323303604134,7.34739217823631e-05,0.0116356339923389,1.87783642434243
"217600_at","signal peptide, CUB domain, EGF-like 3","SCUBE3","222663","","","","UI-H-BI4-aom-c-02-0-UI.s1 NCI_CGAP_Sub8 Homo sapiens cDNA clone IMAGE:3085418 3-, mRNA sequence","11594976","BF511678","","","","6p21.3","Chromosome 6, NC_000006.11 (35182190..35218609)","calcium ion binding///protein binding","protein heterooligomerization///protein homooligomerization","cell surface///extracellular region","GO:0005509///GO:0005515","GO:0051291///GO:0051260","GO:0009986///GO:0005576",0.910243095238096,5.27512076923077,5.55380319336209,7.47060046885594e-05,0.0116356339923389,1.86226761357074
"205044_at","gamma-aminobutyric acid (GABA) A receptor, pi","GABRP","2568","","","","Homo sapiens gamma-aminobutyric acid (GABA) A receptor, pi (GABRP), mRNA","195976815","NM_014211","","","","5q35.1","Chromosome 5, NC_000005.9 (170210723..170241051)","GABA-A receptor activity///chloride channel activity///extracellular ligand-gated ion channel activity","","cell junction///chloride channel complex///plasma membrane///postsynaptic membrane","GO:0004890///GO:0005254///GO:0005230","","GO:0030054///GO:0034707///GO:0005886///GO:0045211",0.792800000000002,3.91381769230769,5.55332215975034,7.47694309111567e-05,0.0116356339923389,1.86147304820315
"215062_at","","","","MRNA; cDNA DKFZp547N074 (from clone DKFZp547N074)","","Hs.676449","Homo sapiens genomic DNA; cDNA DKFZp547N074 (from clone DKFZp547N074)","9368876","AL390143","","","","","","","","","","","",1.27464595238096,5.49082384615385,5.55283773633396,7.48333609153256e-05,0.0116356339923389,1.86067284714747
"201191_at","phosphatidylinositol transfer protein, alpha","PITPNA","5306","","","","ym27b09.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:49287 3-, mRNA sequence","880467","H15647","","","","17p13.3","Chromosome 17, NC_000017.10 (1421283..1466110, complement)","fatty-acyl-CoA binding///phosphatidylcholine transporter activity///phosphatidylinositol binding///phosphatidylinositol transporter activity///stearic acid binding","axon guidance///lipid metabolic process///visual perception","cytoplasm","GO:0000062///GO:0008525///GO:0035091///GO:0008526///GO:0070540","GO:0007411///GO:0006629///GO:0007601","GO:0005737",-1.17006452380952,6.43593307692308,-5.54901678846399,7.53396212774163e-05,0.0116356339923389,1.85435988332906
"202061_s_at","sel-1 suppressor of lin-12-like (C. elegans)","SEL1L","6400","","","","wo08h07.x1 NCI_CGAP_Pan1 Homo sapiens cDNA clone IMAGE:2454781 3-, mRNA sequence","5663734","AI927770","","","","14q31","Chromosome 14, NC_000014.8 (81937891..82000205, complement)","protein binding","Notch signaling pathway///response to endoplasmic reticulum stress","endoplasmic reticulum membrane///integral to membrane","GO:0005515","GO:0007219///GO:0034976","GO:0005789///GO:0016021",-1.72590976190476,7.49279769230769,-5.54658495217507,7.56636909358572e-05,0.0116356339923389,1.85034082279312
"215952_s_at","ornithine decarboxylase antizyme 1","OAZ1","4946","","","","Homo sapiens clone IMAGE 172979","4063629","AF090094","","","","19p13.3","Chromosome 19, NC_000019.9 (2269520..2273487)","ornithine decarboxylase inhibitor activity","cellular nitrogen compound metabolic process///polyamine biosynthetic process///regulation of cellular amino acid metabolic process///small molecule metabolic process","cytosol","GO:0008073","GO:0034641///GO:0006596///GO:0006521///GO:0044281","GO:0005829",-2.11705619047619,8.05375,-5.54619770556867,7.57154300986916e-05,0.0116356339923389,1.84970074092167
"205324_s_at","FtsJ RNA methyltransferase homolog 1 (E. coli)","FTSJ1","24140","","","","Homo sapiens FtsJ RNA methyltransferase homolog 1 (E. coli) (FTSJ1), transcript variant 1, mRNA","29029587","NM_012280","","","","Xp11.23","Chromosome X, NC_000023.10 (48334549..48344752)","methyltransferase activity","RNA methylation///tRNA processing","cytoplasm","GO:0008168","GO:0001510///GO:0008033","GO:0005737",-0.918036190476189,6.05592384615385,-5.52539162410671,7.8550306194674e-05,0.0119886059790132,1.8152759506606
"203429_s_at","SUN domain containing ossification factor","SUCO","51430","","","","Homo sapiens SUN domain containing ossification factor (SUCO), transcript variant 2, mRNA","170784830","NM_016227","","","","1q24","Chromosome 1, NC_000001.10 (172502260..172580973)","","multicellular organismal development///ossification///positive regulation of collagen biosynthetic process///positive regulation of osteoblast differentiation///regulation of bone remodeling","integral to membrane///membrane///rough endoplasmic reticulum///rough endoplasmic reticulum membrane","","GO:0007275///GO:0001503///GO:0032967///GO:0045669///GO:0046850","GO:0016021///GO:0016020///GO:0005791///GO:0030867",-1.22817095238095,7.32206615384615,-5.52034691884298,7.92542059758013e-05,0.0120079089671553,1.80691907432809
"213130_at","zinc finger protein 473","ZNF473","25888","","","","Homo sapiens mRNA for KIAA1141 protein, partial cds","6329951","AB032967","","","","19q13.33","Chromosome 19, NC_000019.9 (50529212..50552033)","DNA binding///metal ion binding///protein binding","gene expression///histone mRNA 3'-end processing///histone mRNA metabolic process///mRNA 3'-end processing///regulation of transcription, DNA-dependent///termination of RNA polymerase II transcription///transcription from RNA polymerase II promoter","Cajal body///nucleoplasm","GO:0003677///GO:0046872///GO:0005515","GO:0010467///GO:0006398///GO:0008334///GO:0031124///GO:0006355///GO:0006369///GO:0006366","GO:0015030///GO:0005654",0.676921428571431,6.08325384615385,5.5167471068456,7.9760519541283e-05,0.0120079089671553,1.80095333957043
"222024_s_at","A kinase (PRKA) anchor protein 13","AKAP13","11214","","","","Homo sapiens cDNA FLJ11952 fis, clone HEMBB1000831","10433327","AK022014","","","","15q24-q25","Chromosome 15, NC_000015.9 (85923847..86292589)","Rho guanyl-nucleotide exchange factor activity///cAMP-dependent protein kinase activity///metal ion binding///phospholipid binding///protein binding///signal transducer activity","apoptotic signaling pathway///neurotrophin TRK receptor signaling pathway///positive regulation of apoptotic process///regulation of Rho protein signal transduction///regulation of glucocorticoid mediated signaling pathway///regulation of small GTPase mediated signal transduction///small GTPase mediated signal transduction","cytoplasm///cytosol///membrane///nucleus","GO:0005089///GO:0004691///GO:0046872///GO:0005543///GO:0005515///GO:0004871","GO:0097190///GO:0048011///GO:0043065///GO:0035023///GO:1900169///GO:0051056///GO:0007264","GO:0005737///GO:0005829///GO:0016020///GO:0005634",1.26754428571429,6.85746615384615,5.51298388792953,8.02934271016534e-05,0.0120079089671553,1.79471465059843
"204688_at","sarcoglycan, epsilon","SGCE","8910","","","","Homo sapiens sarcoglycan, epsilon (SGCE), transcript variant 2, mRNA","150378491","NM_003919","","","","7q21.3","Chromosome 7, NC_000007.13 (94214536..94285521, complement)","calcium ion binding","cell-matrix adhesion///muscle organ development","cytoplasm///cytoskeleton///dystrophin-associated glycoprotein complex///integral to plasma membrane///sarcoglycan complex///sarcolemma","GO:0005509","GO:0007160///GO:0007517","GO:0005737///GO:0005856///GO:0016010///GO:0005887///GO:0016012///GO:0042383",-2.12811761904762,6.58470615384615,-5.50349176374633,8.16541758288557e-05,0.0121299999999626,1.77896878619396
"203584_at","ER membrane protein complex subunit 2","EMC2","9694","","","","Homo sapiens ER membrane protein complex subunit 2 (EMC2), mRNA","142377730","NM_014673","","","","8q23.1","Chromosome 8, NC_000008.10 (109455853..109499136)","","","ER membrane protein complex///cytoplasm///endoplasmic reticulum///mitochondrion///nucleus","","","GO:0072546///GO:0005737///GO:0005783///GO:0005739///GO:0005634",-1.81939857142857,6.43259615384615,-5.48923085620816,8.37439688360276e-05,0.0121849564327622,1.75528605509106
"212751_at","ubiquitin-conjugating enzyme E2N","UBE2N","7334","","","","602388931F1 NIH_MGC_93 Homo sapiens cDNA clone IMAGE:4517935 5-, mRNA sequence","13047817","BG290646","","","","12q22","Chromosome 12, NC_000012.11 (93802088..93836026, complement)","ATP binding///protein binding///ubiquitin binding///ubiquitin-protein ligase activity","DNA double-strand break processing///Fc-epsilon receptor signaling pathway///MyD88-dependent toll-like receptor signaling pathway///T cell receptor signaling pathway///T cell receptor signaling pathway///cellular protein modification process///cytokine-mediated signaling pathway///double-strand break repair via homologous recombination///histone ubiquitination///innate immune response///nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway///nucleotide-binding oligomerization domain containing signaling pathway///positive regulation of DNA repair///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of NF-kappaB transcription factor activity///positive regulation of histone modification///positive regulation of ubiquitin-protein ligase activity///postreplication repair///protein K63-linked ubiquitination///protein ubiquitination///protein ubiquitination///proteolysis///regulation of DNA repair///regulation of histone ubiquitination///toll-like receptor 10 signaling pathway///toll-like receptor 2 signaling pathway///toll-like receptor 4 signaling pathway///toll-like receptor 5 signaling pathway///toll-like receptor 9 signaling pathway///toll-like receptor TLR1:TLR2 signaling pathway///toll-like receptor TLR6:TLR2 signaling pathway///toll-like receptor signaling pathway///ubiquitin-dependent protein catabolic process","UBC13-MMS2 complex///UBC13-UEV1A complex///cytoplasm///cytoplasm///cytosol///nucleus///ubiquitin ligase complex","GO:0005524///GO:0005515///GO:0043130///GO:0004842","GO:0000729///GO:0038095///GO:0002755///GO:0050852///GO:0050852///GO:0006464///GO:0019221///GO:0000724///GO:0016574///GO:0045087///GO:0035872///GO:0070423///GO:0045739///GO:0043123///GO:0043123///GO:0051092///GO:0031058///GO:0051443///GO:0006301///GO:0070534///GO:0016567///GO:0016567///GO:0006508///GO:0006282///GO:0033182///GO:0034166///GO:0034134///GO:0034142///GO:0034146///GO:0034162///GO:0038123///GO:0038124///GO:0002224///GO:0006511","GO:0031372///GO:0035370///GO:0005737///GO:0005737///GO:0005829///GO:0005634///GO:0000151",-1.39166095238095,5.67472923076923,-5.48792165081352,8.39385966314395e-05,0.0121849564327622,1.75311031290169
"211569_s_at","hydroxyacyl-CoA dehydrogenase","HADH","3033","","","","Human 3-hydroxyacyl-CoA dehydrogenase, isoform 2 mRNA, complete cds","2078328","AF001903","","","","4q22-q26","Chromosome 4, NC_000004.11 (108910870..108956331)","3-hydroxyacyl-CoA dehydrogenase activity///NAD+ binding","cellular lipid metabolic process///fatty acid beta-oxidation///fatty acid beta-oxidation///small molecule metabolic process","cytoplasm///mitochondrial matrix///mitochondrion///NOT nucleolus///nucleus","GO:0003857///GO:0070403","GO:0044255///GO:0006635///GO:0006635///GO:0044281","GO:0005737///GO:0005759///GO:0005739///NOT GO:0005730///GO:0005634",-2.48433476190476,6.83430538461538,-5.4870214889422,8.40726893871486e-05,0.0121849564327622,1.75161419812252
"209318_x_at","pleiomorphic adenoma gene-like 1","PLAGL1","5325","","","","602576153F1 NIH_MGC_77 Homo sapiens cDNA clone IMAGE:4704108 5-, mRNA sequence","13546520","BG547855","","","","6q24-q25","Chromosome 6, NC_000006.11 (144261437..144385735, complement)","DNA binding///metal ion binding///sequence-specific DNA binding RNA polymerase II transcription factor activity","cell cycle arrest///cell differentiation///induction of apoptosis///positive regulation of transcription from RNA polymerase II promoter///skeletal muscle cell differentiation///transcription from RNA polymerase II promoter","nucleus","GO:0003677///GO:0046872///GO:0000981","GO:0007050///GO:0030154///GO:0006917///GO:0045944///GO:0035914///GO:0006366","GO:0005634",-1.88046619047619,4.98655538461538,-5.48183658028078,8.48494240759743e-05,0.0121849564327622,1.74299417696952
"219449_s_at","transmembrane protein 70","TMEM70","54968","","","","Homo sapiens transmembrane protein 70 (TMEM70), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA","289191373","NM_017866","","","","8q21.11","Chromosome 8, NC_000008.10 (74888377..74895018)","molecular_function","mitochondrial proton-transporting ATP synthase complex assembly","integral to mitochondrial membrane///mitochondrial inner membrane","GO:0003674","GO:0033615","GO:0032592///GO:0005743",-1.98391238095238,7.74608384615385,-5.4799164910666,8.5138963165317e-05,0.0121849564327622,1.73980093328436
"212740_at","phosphoinositide-3-kinase, regulatory subunit 4","PIK3R4","30849","","","","","","","","","","3q22.1","Chromosome 3, NC_000003.11 (130397778..130465696, complement)","ATP binding///protein binding///protein kinase activity///protein serine/threonine kinase activity","innate immune response///insulin receptor signaling pathway///phosphatidylinositol biosynthetic process///phospholipid metabolic process///protein phosphorylation///small molecule metabolic process///toll-like receptor 9 signaling pathway///toll-like receptor signaling pathway","cytosol///late endosome","GO:0005524///GO:0005515///GO:0004672///GO:0004674","GO:0045087///GO:0008286///GO:0006661///GO:0006644///GO:0006468///GO:0044281///GO:0034162///GO:0002224","GO:0005829///GO:0005770",-1.48564619047619,6.21372,-5.47881792307147,8.53050847511958e-05,0.0121849564327622,1.73797368105526
"218147_s_at","glycosyltransferase 8 domain containing 1","GLT8D1","55830","","","","Homo sapiens glycosyltransferase 8 domain containing 1 (GLT8D1), transcript variant 2, mRNA","507834140","NM_018446","","","","3p21.1","Chromosome 3, NC_000003.11 (52728504..52740048, complement)","transferase activity, transferring glycosyl groups","","integral to membrane///mitochondrion","GO:0016757","","GO:0016021///GO:0005739",-1.91767119047619,4.58077384615385,-5.47153149199856,8.64155084246659e-05,0.0122089202455737,1.725849414536
"210981_s_at","G protein-coupled receptor kinase 6","GRK6","2870","","","","Homo sapiens G protein-coupled receptor kinase 6, splice variant B (GRK6) mRNA, complete cds","3005015","AF040751","","","","5q35","Chromosome 5, NC_000005.9 (176853687..176869850)","ATP binding///G-protein coupled receptor kinase activity","Wnt receptor signaling pathway///regulation of G-protein coupled receptor protein signaling pathway///termination of G-protein coupled receptor signaling pathway","membrane","GO:0005524///GO:0004703","GO:0016055///GO:0008277///GO:0038032","GO:0016020",1.08157880952381,6.76212307692308,5.46816746810433,8.69332509993449e-05,0.0122089202455737,1.72024907685597
"218140_x_at","signal recognition particle receptor, B subunit","SRPRB","58477","","","","Homo sapiens signal recognition particle receptor, B subunit (SRPRB), mRNA","284795265","NM_021203","","","","3q22.1","Chromosome 3, NC_000003.11 (133502877..133540336)","GTP binding","SRP-dependent cotranslational protein targeting to membrane///activation of signaling protein activity involved in unfolded protein response///cellular protein metabolic process///endoplasmic reticulum unfolded protein response///gene expression///small GTPase mediated signal transduction///translation","cytoplasm///cytoplasmic microtubule///endoplasmic reticulum membrane///integral to membrane","GO:0005525","GO:0006614///GO:0006987///GO:0044267///GO:0030968///GO:0010467///GO:0007264///GO:0006412","GO:0005737///GO:0005881///GO:0005789///GO:0016021",-1.25911833333333,9.18054846153846,-5.46485013149934,8.74469779791205e-05,0.0122089202455737,1.71472475302076
"219140_s_at","retinol binding protein 4, plasma","RBP4","5950","","","","Homo sapiens retinol binding protein 4, plasma (RBP4), mRNA","55743121","NM_006744","","","","10q23-q24","Chromosome 10, NC_000010.10 (95351593..95360993, complement)","protein binding///protein heterodimerization activity///retinal binding///retinol binding///retinol transporter activity","cardiac muscle tissue development///detection of light stimulus involved in visual perception///embryonic organ morphogenesis///embryonic retina morphogenesis in camera-type eye///embryonic skeletal system development///eye development///eye development///female genitalia morphogenesis///gluconeogenesis///gluconeogenesis///glucose homeostasis///heart development///heart trabecula formation///lung development///maintenance of gastrointestinal epithelium///male gonad development///negative regulation of cardiac muscle cell proliferation///phototransduction, visible light///positive regulation of immunoglobulin secretion///positive regulation of insulin secretion///response to ethanol///response to insulin stimulus///response to retinoic acid///retinal metabolic process///retinoid metabolic process///retinol metabolic process///retinol transport///spermatogenesis///urinary bladder development///uterus development///vagina development","cytosol///extracellular region///extracellular space///extracellular space///protein complex","GO:0005515///GO:0046982///GO:0016918///GO:0019841///GO:0034632","GO:0048738///GO:0050908///GO:0048562///GO:0060059///GO:0048706///GO:0001654///GO:0001654///GO:0048807///GO:0006094///GO:0006094///GO:0042593///GO:0007507///GO:0060347///GO:0030324///GO:0030277///GO:0008584///GO:0060044///GO:0007603///GO:0051024///GO:0032024///GO:0045471///GO:0032868///GO:0032526///GO:0042574///GO:0001523///GO:0042572///GO:0034633///GO:0007283///GO:0060157///GO:0060065///GO:0060068","GO:0005829///GO:0005576///GO:0005615///GO:0005615///GO:0043234",-2.71966166666666,6.88530153846154,-5.46345186332571,8.76644634605659e-05,0.0122089202455737,1.7123957240421
"210101_x_at","SH3-domain GRB2-like endophilin B1","SH3GLB1","51100","","","","Homo sapiens SH3-containing protein SH3GLB1 mRNA, complete cds","8896091","AF257318","","","","1p22","Chromosome 1, NC_000001.10 (87170253..87213867)","fatty acid binding///identical protein binding///lysophosphatidic acid acyltransferase activity///protein binding///protein homodimerization activity","'de novo' posttranslational protein folding///apoptotic process///phosphatidic acid biosynthetic process///positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway///positive regulation of protein oligomerization///protein oligomerization","Golgi membrane///cytoplasm///mitochondrial outer membrane///protein complex","GO:0005504///GO:0042802///GO:0042171///GO:0005515///GO:0042803","GO:0051084///GO:0006915///GO:0006654///GO:1900740///GO:0032461///GO:0051259","GO:0000139///GO:0005737///GO:0005741///GO:0043234",-1.41404404761905,7.4368,-5.45519360631675,8.89605057125097e-05,0.0122390552497839,1.69863419046668
"208722_s_at","anaphase promoting complex subunit 5","ANAPC5","51433","","","","Homo sapiens anaphase promoting complex subunit 5, mRNA (cDNA clone MGC:2750 IMAGE:2823401), complete cds","33875968","BC001081","","","","12q24.31","Chromosome 12, NC_000012.11 (121746048..121792012, complement)","protein phosphatase binding///ubiquitin-protein ligase activity","G2/M transition of mitotic cell cycle///anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process///cell division///mitosis///mitotic anaphase///mitotic cell cycle///mitotic spindle assembly checkpoint///negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///protein K11-linked ubiquitination///regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///ubiquitin-dependent protein catabolic process","anaphase-promoting complex///cytosol///nucleoplasm///nucleus","GO:0019903///GO:0004842","GO:0000086///GO:0031145///GO:0051301///GO:0007067///GO:0000090///GO:0000278///GO:0007094///GO:0051436///GO:0051437///GO:0070979///GO:0051439///GO:0006511","GO:0005680///GO:0005829///GO:0005654///GO:0005634",-1.39707928571428,6.87131846153846,-5.45447110876266,8.90748405612528e-05,0.0122390552497839,1.69742972291953
"222127_s_at","exocyst complex component 1","EXOC1","55763","","","","Homo sapiens cDNA FLJ13399 fis, clone PLACE1001395","10435404","AK023461","","","","4q12","Chromosome 4, NC_000004.11 (56719816..56771244)","","cellular membrane organization///cellular protein metabolic process///exocytosis///protein transport","exocyst///plasma membrane","","GO:0016044///GO:0044267///GO:0006887///GO:0015031","GO:0000145///GO:0005886",-1.33652833333333,6.73670076923077,-5.45161318797867,8.95286095101545e-05,0.0122390552497839,1.69266452740188
"214658_at","transmembrane emp24 protein transport domain containing 7","TMED7","51014","","","","602382536F1 NIH_MGC_93 Homo sapiens cDNA clone IMAGE:4500129 5-, mRNA sequence","13039504","BG286537","","","","5q22.3","Chromosome 5, NC_000005.9 (114948905..114961876, complement)","","protein transport","COPI vesicle coat///COPII vesicle coat///Golgi apparatus///endoplasmic reticulum///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment///endoplasmic reticulum-Golgi intermediate compartment membrane///integral to membrane","","GO:0015031","GO:0030126///GO:0030127///GO:0005794///GO:0005783///GO:0005789///GO:0005793///GO:0033116///GO:0016021",-2.19092047619048,5.23749307692308,-5.44506275091979,9.0577781599891e-05,0.012306979923112,1.6817378181566
"203165_s_at","solute carrier family 33 (acetyl-CoA transporter), member 1","SLC33A1","9197","","","","Homo sapiens solute carrier family 33 (acetyl-CoA transporter), member 1 (SLC33A1), transcript variant 1, mRNA","300360494","NM_004733","","","","3q25.31","Chromosome 3, NC_000003.11 (155544300..155572248, complement)","acetyl-CoA transporter activity","acetyl-CoA transport///cell death///transmembrane transport///transport","Golgi membrane///endoplasmic reticulum membrane///integral to plasma membrane///membrane","GO:0008521","GO:0015876///GO:0008219///GO:0055085///GO:0006810","GO:0000139///GO:0005789///GO:0005887///GO:0016020",-0.590821190476188,3.91561615384615,-5.4267430839959,9.3580649310088e-05,0.0125773734990587,1.65114396793924
"203537_at","phosphoribosyl pyrophosphate synthetase-associated protein 2","PRPSAP2","5636","","","","Homo sapiens phosphoribosyl pyrophosphate synthetase-associated protein 2 (PRPSAP2), transcript variant 1, mRNA","345478660","NM_002767","","","","17p11.2-p12","Chromosome 17, NC_000017.10 (18759612..18834600)","enzyme inhibitor activity///magnesium ion binding///ribose phosphate diphosphokinase activity","bone development///negative regulation of catalytic activity///nucleobase-containing compound metabolic process///nucleotide biosynthetic process","ribose phosphate diphosphokinase complex","GO:0004857///GO:0000287///GO:0004749","GO:0060348///GO:0043086///GO:0006139///GO:0009165","GO:0002189",-1.03169523809524,6.30231153846154,-5.42347439015446,9.41272614292936e-05,0.0125773734990587,1.64567983063617
"210835_s_at","C-terminal binding protein 2","CTBP2","1488","","","","Homo sapiens ribeye mRNA, complete cds","12034652","AF222711","","","","10q26.13","Chromosome 10, NC_000010.10 (126676418..126849624, complement)","NAD binding///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///protein binding///transcription corepressor activity","negative regulation of cell proliferation///negative regulation of transcription, DNA-dependent///transcription, DNA-dependent///viral genome replication///white fat cell differentiation","cell junction///nucleus///synapse///transcriptional repressor complex","GO:0051287///GO:0016616///GO:0005515///GO:0003714","GO:0008285///GO:0045892///GO:0006351///GO:0019079///GO:0050872","GO:0030054///GO:0005634///GO:0045202///GO:0017053",1.33244857142857,9.29725769230769,5.41968282489473,9.4765484955273e-05,0.0125773734990587,1.63933957857862
"218716_x_at","mitochondrial tRNA translation optimization 1","MTO1","25821","","","","Homo sapiens mitochondrial tRNA translation optimization 1 (MTO1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA","183227673","NM_012123","","","","6q13","Chromosome 6, NC_000006.11 (74171454..74211179)","flavin adenine dinucleotide binding","mitochondrial tRNA wobble uridine modification///oxidation-reduction process","mitochondrion","GO:0050660","GO:0070899///GO:0055114","GO:0005739",-0.885357142857142,5.20579076923077,-5.41932709159708,9.48255956487843e-05,0.0125773734990587,1.63874460858369
"204136_at","collagen, type VII, alpha 1","COL7A1","1294","","","","Homo sapiens collagen, type VII, alpha 1 (COL7A1), mRNA","157389010","NM_000094","","","","3p21.1","Chromosome 3, NC_000003.11 (48601506..48632593, complement)","protein binding///serine-type endopeptidase inhibitor activity","cell adhesion///collagen catabolic process///epidermis development///extracellular matrix disassembly///extracellular matrix organization","basement membrane///collagen type VII///endoplasmic reticulum lumen///colocalizes_with extracellular matrix///extracellular region","GO:0005515///GO:0004867","GO:0007155///GO:0030574///GO:0008544///GO:0022617///GO:0030198","GO:0005604///GO:0005590///GO:0005788///colocalizes_with GO:0031012///GO:0005576",0.794321428571432,6.40646846153846,5.4121665888658,9.60440470874619e-05,0.0126636065162717,1.626764422552
"218386_x_at","ubiquitin specific peptidase 16","USP16","10600","","","","Homo sapiens ubiquitin specific peptidase 16 (USP16), transcript variant 1, mRNA","50312662","NM_006447","","","","21q22.11","Chromosome 21, NC_000021.8 (30396938..30426809)","cysteine-type endopeptidase activity///histone binding///transcription coactivator activity///ubiquitin binding///ubiquitin thiolesterase activity///ubiquitin-specific protease activity///zinc ion binding","cell cycle///cell division///histone H2A K63-linked deubiquitination///histone deubiquitination///mitosis///positive regulation of transcription, DNA-dependent///positive regulation of translational elongation///protein homotetramerization///response to DNA damage stimulus///transcription, DNA-dependent///ubiquitin-dependent protein catabolic process","cytoplasm///nucleus","GO:0004197///GO:0042393///GO:0003713///GO:0043130///GO:0004221///GO:0004843///GO:0008270","GO:0007049///GO:0051301///GO:0070537///GO:0016578///GO:0007067///GO:0045893///GO:0045901///GO:0051289///GO:0006974///GO:0006351///GO:0006511","GO:0005737///GO:0005634",-1.82821547619048,6.46290538461538,-5.40541371760022,9.72080964746013e-05,0.0127081235810416,1.61545904846636
